1657230925231,34.850002,0.9030303,1.0,1.0,1.0,1.0,1.0,1.0,0.15789473,1.0,58.9,60.600002,59.300003,60.9,62.300003,63.300003,62.300003,64.3,65.9,65.9,50.300003,50.300003,3657034,-1744386,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,352357,6868,24063,362466,7917,29019,182192,14332,38018,180218,14608,38237,146408,12091,34191,144455,11977,35345,301049,31736,38693,138775,8623,31702,280620048,13458291,320065078,283593429,14946305,331263806,145141775,29071430,470458499,144024684,29348165,467069320,117031928,24654156,464081622,114431053,24344087,462379715,144657262,64701556,508288209,75182915,19395970,568944608
1657230926199,34.879,0.8819876,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,60.300003,60.9,59.9,61.300003,61.600002,61.600002,58.9,64.9,60.600002,64.600006,50.600002,50.300003,3687008,-986634,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,151,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298167,212747,85566,0,0,0
1657230927198,34.908,0.8795181,1.0,1.0,1.0,1.0,1.0,1.0,0.04761905,1.0,59.600002,60.9,59.9,60.9,61.600002,61.600002,58.9,64.9,59.9,64.9,50.600002,49.9,3686814,-1289368,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,172,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291542,367285,197848,0,0,0
1657230928198,34.949,0.9018405,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,60.300003,61.300003,60.300003,62.300003,62.9,62.9,60.600002,65.3,61.9,65.9,50.9,50.9,3660538,-1164856,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,91,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525436,158400,97100,0,0,0
1657230929198,34.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.9,62.300003,62.300003,63.600002,64.600006,66.3,66.600006,68.600006,70.9,70.3,51.9,51.9,3617134,-1655884,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461191,35809,19869,0,0,0
1657230930230,35.027,0.8815166,1.0,1.0,1.0,1.0,1.0,1.0,0.074074075,1.0,63.300003,64.600006,63.600002,64.9,65.600006,66.3,63.9,68.9,64.600006,69.600006,52.600002,52.300003,3670853,-1084290,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119455,54456,20599,0,0,0
1657230931281,35.064003,0.8803828,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,62.600002,63.600002,62.9,63.9,64.600006,64.9,62.600002,68.600006,64.600006,67.9,52.9,52.600002,3665598,-1382752,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,152,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499313,221645,120738,0,0,0
1657230932309,35.105003,0.8861386,1.0,1.0,1.0,1.0,1.0,1.0,0.041666668,1.0,62.300003,62.9,62.300003,63.300003,63.600002,63.600002,60.9,67.3,61.600002,67.3,52.600002,51.9,3661900,-1387330,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,184,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266533,397204,300381,0,0,0
1657230933354,35.155003,0.89302325,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,61.600002,63.300003,62.300003,63.9,64.9,65.3,63.9,64.9,66.9,68.600006,52.9,52.600002,3607986,-1982423,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,176,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311496,387816,238029,0,0,0
1657230934382,35.203003,0.8761905,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,62.9,63.300003,62.9,63.600002,64.3,63.9,60.9,67.9,62.300003,67.3,52.9,52.600002,3645161,-1211853,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,174,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352316,305213,210044,0,0,0
1657230935422,35.257,0.8817734,1.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,62.600002,63.300003,62.300003,63.600002,63.9,63.9,61.300003,67.600006,61.9,67.3,52.9,52.600002,3691679,-890198,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,185,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206847,423107,364537,0,0,0
1657230936469,35.307003,0.880597,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,63.300003,64.3,63.300003,64.600006,64.9,65.3,62.300003,68.600006,63.600002,68.3,53.600002,53.300003,3652947,-1368409,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,167,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475856,276249,136631,0,0,0
