1657398227185,30.760002,0.6104651,0.47826087,0.42105263,0.5217391,0.47619048,0.59090906,0.55,0.85714287,0.95238096,35.600002,35.600002,35.300003,35.600002,35.600002,35.9,35.600002,35.9,36.300003,36.9,33.9,34.300003,3840771,-630188,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,7249611,98951,401200,7293863,79188,329455,4031488,239611,562156,3819134,235553,553278,3574659,237187,618251,3574479,237672,619333,2411673,276074,752957,2074639,163043,606136,4328362419,182558624,6249075048,4361234244,149554204,6283809635,2632903630,454640529,7896178096,2609150471,456307227,7849367188,2269590702,426072038,8055271704,2249896121,428312000,8034696294,1608109268,550834768,9464116776,1125298091,332499199,9074679631
1657398228184,30.754002,0.13253012,0.14285715,0.0952381,0.14285715,0.18181819,0.1,0.14285715,0.23809524,0.0952381,34.300003,34.300003,33.600002,34.300003,34.300003,34.600002,34.600002,33.9,34.300003,34.600002,33.300003,33.600002,3873860,-247497,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,831,1,7,651,0,8,360,28,66,396,21,58,366,41,85,345,37,71,164,23,73,225,32,95,676829,2529,18389,615266,0,29551,283831,49336,336150,289713,52744,351431,268810,86559,311936,316855,71798,282044,125292,52443,506364,105771,94315,331202
1657398229181,30.751001,0.018181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,33.9,33.300003,33.600002,33.9,33.600002,33.600002,33.9,33.9,34.300003,33.300003,33.600002,3877169,-179138,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,445,1,30,308,2,17,144,40,77,118,27,74,135,32,93,116,48,75,8,7,64,39,45,103,679576,754,214298,679453,3352,250732,163786,105214,640168,132235,57164,718963,130346,80863,687531,150075,155080,594860,13862,47019,812409,44576,118026,673553
1657398230187,30.735,0.049382716,0.05,0.0,0.05,0.0952381,0.05,0.05263158,0.0,0.0952381,33.9,33.9,33.9,33.9,33.9,34.300003,33.600002,33.9,33.9,34.300003,33.300003,33.300003,3868605,-224914,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,411,11,33,267,2,20,147,21,79,57,10,52,73,13,50,117,28,74,4,8,30,56,14,87,545296,31249,355642,534149,1189,417965,140027,27024,759516,61566,27221,847785,75795,33972,784174,130438,47771,748919,3648,21635,947830,28194,59242,813938
1657398231187,30.722002,0.05487805,0.04761905,0.0,0.04761905,0.04761905,0.05,0.09090909,0.09090909,0.23809524,33.600002,32.9,32.9,33.300003,33.300003,33.300003,32.9,33.300003,33.300003,33.600002,32.9,32.9,3882034,-142517,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,242,3,38,210,0,22,46,7,32,88,10,72,40,12,33,74,17,63,4,3,16,19,13,51,364120,6168,585107,332634,0,630182,50951,13825,901661,78265,23299,873052,46194,40299,893119,86037,46723,825939,5081,12188,936763,12977,53648,850569
1657398232203,30.719002,0.018181818,0.0,0.13043478,0.04761905,0.0,0.0,0.05,0.0,0.04761905,32.9,33.300003,32.300003,32.9,33.300003,32.9,32.9,33.300003,33.300003,33.300003,32.600002,32.9,3883008,-166320,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,220,9,44,93,0,11,28,7,25,72,10,58,71,12,61,48,15,40,1,1,17,13,8,39,327582,21275,626088,290629,0,711115,26915,17841,900992,53512,24775,909434,51462,29339,903330,58527,32976,896124,647,7037,977939,15480,27530,860072
1657398233204,30.713001,0.28834355,0.33333334,0.2631579,0.33333334,0.33333334,0.3181818,0.3,0.18181819,0.2857143,33.300003,33.300003,32.600002,32.9,32.9,32.600002,32.600002,33.300003,32.9,33.300003,32.9,32.600002,3882034,-147094,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,295,43,85,200,0,14,64,6,24,122,10,60,36,5,14,84,15,50,39,1,12,26,5,33,341278,100004,480502,209582,0,767518,43763,17906,909391,92628,22589,847469,23850,11957,498061,72883,43729,710676,35133,0,949034,22570,22105,880603
1657398234188,30.713001,0.4021739,0.4090909,0.2631579,0.26086956,0.5416667,0.375,0.9230769,0.16666667,0.3043478,35.600002,35.9,35.600002,35.9,35.600002,35.9,35.600002,36.300003,36.300003,37.600002,34.300003,34.600002,3837268,-711365,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,1423,0,0,1434,0,0,363,2,5,654,1,4,644,5,3,600,0,4,316,3,21,554,0,2,736593,0,0,815176,0,0,739903,8485,11497,730500,1142,6508,739863,2261,5930,743347,0,22892,818025,5850,37579,673420,0,1824
1657398235230,30.706001,0.014423077,0.0,0.0,0.0,0.0,0.07692308,0.03846154,0.0,0.0,33.9,33.600002,33.600002,33.9,34.300003,33.9,33.9,33.9,33.9,33.9,33.600002,33.600002,3876779,-132751,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,678,9,46,826,1,6,254,30,65,223,20,48,209,17,51,140,41,76,129,0,53,178,41,79,510599,26365,327300,456184,4297,299423,199378,71075,553852,150261,37923,517862,173325,36203,531232,145052,104587,445318,165000,0,668850,126879,75990,642548
1657398236272,30.706001,0.028037382,0.03846154,0.0,0.0,0.0,0.0,0.074074075,0.0,0.0,33.600002,33.300003,33.300003,33.300003,33.600002,33.300003,33.300003,33.600002,33.600002,33.300003,32.9,33.300003,3879310,-181579,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,83,26,95,1,0,15,1,0,5,5,0,14,2,0,8,84,15,79,0,0,1,0,0,12,98636,84915,836365,9452,0,1043310,9357,0,951538,14224,0,769779,11155,0,899792,88338,24115,817457,0,0,919613,0,0,1021649
1657398237280,30.7,0.45641026,0.44,0.34615386,0.3478261,0.27272728,0.45833334,0.56,0.26086956,0.9230769,34.300003,34.9,34.300003,34.600002,34.9,34.9,34.9,35.300003,35.300003,36.300003,33.300003,33.600002,3848168,-618896,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,346,25,30,330,0,6,289,2,13,186,1,10,193,2,23,188,6,27,129,0,14,232,0,9,159787,62598,640215,174617,0,856391,144109,3950,933684,149219,354,1150136,118325,8670,691562,149605,22688,677930,152588,0,1034508,101941,0,813258
1657398238300,30.694002,0.28333333,0.3478261,0.2173913,0.36363637,0.1904762,0.45833334,0.25,0.3043478,0.1904762,37.300003,37.300003,36.9,37.9,37.9,37.9,37.600002,37.9,38.600002,38.9,35.600002,35.600002,3795810,-1148072,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,1161,0,0,810,0,0,589,2,5,744,0,2,430,0,2,427,0,1,705,1,24,870,3,7,453747,0,259,464537,0,1295,420074,2264,15028,406554,1597,1327,310418,4849,1849,266826,0,584,493527,459,83253,189525,5265,11307
1657398239305,30.7,0.9655172,1.0,1.0,0.88461536,0.92,1.0,0.9583333,1.0,1.0,37.300003,37.600002,36.600002,37.300003,37.300003,37.600002,37.300003,38.300003,37.600002,39.600002,35.9,35.9,3787441,-1258240,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,884,32,69,728,30,42,819,33,62,329,26,70,209,13,45,305,21,74,272,18,109,188,10,42,455326,46314,193675,429354,69720,196564,438029,73199,238775,348973,44399,400829,234973,23594,331121,307719,38992,284844,267722,19770,456170,122558,14022,136629
1657398240361,30.694002,1.0,0.96666664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.300003,39.300003,38.600002,39.600002,39.600002,39.600002,39.300003,40.300003,40.300003,40.9,36.300003,36.600002,3767199,-1453858,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,39,0,0,89,0,0,119,3,3,128,5,13,37,1,2,2,1,1,9,0,0,2,0,0,25475,0,0,39865,0,0,43677,3551,7603,51475,5806,11755,15825,1267,5403,1357,1437,1329,1461,0,0,48,0,0
1657398241452,30.706001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.300003,40.600002,39.9,40.600002,40.600002,40.9,40.600002,40.600002,40.9,41.600002,37.300003,37.300003,3812549,-909729,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0
1657398242438,30.722002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.300003,39.9,39.600002,40.300003,40.300003,40.600002,40.300003,41.600002,40.9,41.9,37.300003,37.300003,3802428,-1175232,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1141,1571,0,0,0,0,0,0,0,0,0,0
1657398243463,30.741001,0.9953052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.600002,41.9,41.300003,41.9,42.300003,42.300003,42.300003,42.600002,42.300003,42.600002,38.300003,38.600002,3812549,-829773,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657398244547,30.767002,0.9352941,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,41.600002,41.9,41.300003,42.600002,42.300003,42.300003,41.600002,42.300003,42.600002,43.300003,39.300003,38.9,3808072,-984497,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,5,0,0,1,0,0,1,0,0,6,0,0,2,0,0,1,0,0,390,66,22,0,0,0,4180,0,0,218,0,0,543,0,0,2437,0,0,158,0,0,693,0,0,183597,93679,46695,0,0,0
1657398245500,30.770002,0.89534885,1.0,1.0,1.0,1.0,1.0,1.0,0.13636364,1.0,40.9,40.9,40.300003,40.9,41.300003,40.9,40.600002,42.300003,40.9,42.600002,37.9,37.9,3853423,-411377,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,156,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151202,352437,115037,0,0,0
1657398246496,30.783,0.8982036,1.0,1.0,1.0,1.0,1.0,1.0,0.10526316,1.0,40.9,41.300003,40.600002,41.300003,41.300003,41.600002,40.600002,42.300003,41.300003,42.600002,37.600002,37.600002,3845832,-482788,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,148,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155882,329780,155798,0,0,0
1657398247496,30.805002,0.94736844,1.0,1.0,1.0,1.0,1.0,1.0,0.5714286,1.0,42.300003,42.300003,42.300003,42.600002,42.9,42.9,42.300003,42.600002,42.9,43.9,39.300003,39.300003,3834348,-667419,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477301,74126,33117,0,0,0
1657398248549,30.811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.9,41.600002,41.300003,41.600002,41.9,42.600002,42.300003,42.9,42.600002,43.300003,38.9,38.9,3813717,-980530,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,94345,0,0,0,0,0
1657398249580,30.830002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.600002,41.300003,40.9,41.600002,41.9,42.300003,42.300003,42.9,42.300003,43.300003,38.600002,38.300003,3803985,-926209,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657398250626,30.843002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.9,40.9,40.300003,41.300003,41.600002,41.600002,41.300003,42.600002,42.300003,42.600002,37.9,37.9,3823838,-676270,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,0,0,0,0,0,0
1657398251663,30.856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.300003,40.600002,39.9,40.600002,40.600002,41.300003,40.9,42.600002,41.600002,42.600002,37.9,37.600002,3805542,-648499,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
