1658442370459,30.035002,0.41666666,0.05882353,0.15,0.8095238,0.5,0.11111111,0.31578946,0.25,1.0,38.9,38.9,38.600002,39.300003,39.600002,39.9,39.600002,39.9,40.300003,41.600002,36.300003,36.300003,3715814,-642700,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,3748688,130083,517967,4111630,131948,496695,1954321,218564,546443,1874222,222849,568282,1339089,141888,527683,1253982,131937,516939,1908460,401525,615741,684959,76114,306038,3400124310,251296924,10753011174,3661223441,248916700,10796555253,1751386662,476911177,12424711539,1650153400,486251608,12443075734,1107325714,317658350,12554467703,1045969357,298996810,12388629206,1414690724,753931503,13621767076,404814542,174606585,12177346339,-1.0,-1.0
1658442371469,30.064001,0.5902439,0.46153846,0.48,0.92,0.45833334,0.7407407,0.48,0.2,1.0,38.600002,38.9,38.300003,39.300003,39.300003,39.600002,39.300003,40.300003,39.600002,40.300003,36.600002,36.600002,3707834,-732117,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,990,0,0,713,0,0,480,1,9,255,0,3,506,0,12,726,2,8,445,0,35,85,0,0,559693,0,0,469484,0,0,388848,1059,6769,255128,0,1625,520145,0,11532,556392,3044,9609,641529,0,49729,8763,0,0,-1.0,-1.0
1658442372604,30.083002,0.47524753,0.34615386,0.65384614,0.6666667,0.33333334,0.36,0.33333334,0.125,0.962963,39.600002,40.300003,39.600002,40.600002,40.600002,40.300003,39.600002,39.9,40.300003,41.300003,36.600002,36.600002,3701217,-652771,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,478,0,0,319,0,0,147,4,8,318,8,22,170,6,17,275,10,24,598,103,68,86,0,7,289811,0,0,184633,0,0,82401,15779,16124,182790,20099,64946,94502,11020,56405,138066,9220,61787,402522,194550,185695,22387,0,5829,-1.0,-1.0
1658442373723,30.108002,0.4375,0.2,0.6551724,0.2962963,0.7307692,0.30769232,0.2,0.11111111,1.0,39.300003,39.300003,39.300003,39.300003,39.9,39.9,39.600002,40.300003,40.300003,41.300003,36.600002,36.600002,3717566,-576477,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,588,0,0,718,0,0,326,15,36,465,21,49,470,20,36,270,15,39,668,79,80,50,2,10,408517,0,0,367905,0,0,212782,28546,161372,269137,27991,179165,256695,32271,112325,134691,18760,190558,410348,170593,197516,22065,3337,17608,-1.0,-1.0
1658442374820,30.143002,0.55445546,0.5,0.45833334,0.44,0.4814815,0.39130434,1.0,0.23076923,0.96,38.9,38.9,38.600002,39.300003,39.600002,39.300003,38.600002,40.600002,39.600002,40.9,36.600002,36.600002,3728855,-486450,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,690,0,0,430,0,0,384,26,49,345,18,50,486,16,38,437,37,57,501,45,142,33,2,3,551252,0,0,239360,0,0,228890,54135,171151,204017,27898,166349,227595,36265,108125,289530,69323,178599,355260,92376,480552,5474,0,0,-1.0,-1.0
1658442375997,30.159002,0.4507772,0.22727273,0.32,0.25,0.4,0.4,0.88,0.16,1.0,38.600002,38.600002,37.9,39.300003,39.300003,39.600002,39.300003,40.600002,38.9,40.9,36.300003,36.600002,3732359,-339050,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,672,0,0,682,0,0,532,52,77,465,30,67,397,24,52,128,3,21,326,46,133,97,0,8,654141,0,1998,620394,0,537,314460,104962,223294,259731,60207,322257,244092,39223,175916,74522,3250,53990,252192,128503,540148,28619,0,7887,-1.0,-1.0
1658442377044,30.197,0.75,0.65217394,0.9166667,0.7083333,0.72,0.68,1.0,0.3043478,1.0,38.300003,37.9,37.600002,38.300003,38.9,39.300003,38.600002,40.600002,39.300003,40.9,36.600002,36.300003,3732164,-402832,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,643,10,23,626,2,6,518,35,57,400,32,67,333,12,41,30,2,4,330,63,151,18,1,1,558973,23959,144293,531436,3420,56746,260370,94487,397978,261212,69504,404323,218474,20710,298183,15129,4537,14802,249658,144696,486121,1562,350,606,-1.0,-1.0
1658442378117,30.213001,0.3492823,0.083333336,0.11111111,0.03846154,0.03846154,0.44,1.0,0.0,1.0,38.9,39.300003,39.300003,40.300003,40.600002,39.9,39.600002,40.600002,40.300003,40.9,36.600002,36.9,3719902,-585937,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,340,41,69,232,11,36,128,17,44,107,9,26,136,17,31,19,0,0,259,40,100,20,0,0,299051,98222,294197,138432,25888,298082,94973,55638,505381,51984,31615,587514,73206,62650,537894,7111,0,0,228334,113504,509617,4690,0,0,-1.0,-1.0
1658442379235,30.242,0.37704918,0.13043478,0.13636364,0.0952381,0.9130435,0.2173913,0.28,0.25,1.0,37.600002,37.600002,36.9,37.600002,37.9,38.300003,37.600002,39.9,37.9,40.300003,35.9,35.9,3740728,-301819,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,529,29,49,412,14,41,335,26,82,297,35,84,196,8,30,39,1,4,54,13,72,54,0,7,583637,49287,203794,501713,23137,304028,230511,57166,561593,189814,69873,647687,116747,12407,380284,16308,352,4576,42127,31034,941294,12751,0,6690,-1.0,-1.0
1658442380311,30.267002,0.4010989,0.90909094,0.3478261,0.2173913,0.16666667,0.28,0.18181819,0.09090909,1.0,37.9,37.9,37.300003,38.300003,38.600002,38.300003,37.600002,39.9,38.300003,39.9,36.300003,36.300003,3690122,-684814,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,440,16,40,665,1,31,240,43,103,112,18,53,179,24,69,95,14,21,18,10,61,16,0,1,627766,32307,194467,650349,0,261400,249024,78711,563735,96140,27147,478007,178025,42273,560211,100870,25496,90514,19399,35641,874537,1564,0,29021,-1.0,-1.0
1658442381316,30.296001,0.41379312,0.24,0.2962963,0.24,0.16,0.23076923,1.0,0.26923078,1.0,37.9,37.9,37.600002,37.600002,38.300003,38.600002,37.9,39.9,38.300003,40.300003,35.9,36.300003,3728271,-404358,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,195,5,29,490,27,59,113,27,68,127,23,41,179,18,59,121,13,44,19,7,49,2,0,0,247843,6203,492939,446027,68084,316881,98309,63800,608774,137176,48325,183823,134270,32305,586465,107815,23624,598671,25560,8725,908097,73,0,0,-1.0,-1.0
1658442382435,30.312002,0.66842103,1.0,0.4347826,0.36363637,0.5,0.72,1.0,0.17391305,0.96,37.300003,37.600002,36.9,37.600002,37.600002,38.300003,37.600002,39.9,37.9,39.9,35.9,35.9,3739949,-364685,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,198,4,22,396,43,77,288,40,79,237,34,73,101,14,35,51,10,24,119,21,78,33,1,0,230031,4292,175220,437982,86635,317995,211713,108469,577369,194473,71815,655208,84940,30394,536793,27896,27339,367882,66608,49734,875703,9846,308,0,0.002517133956386293,0.0023925233644859815
1658442383512,30.350002,0.6172249,0.7037037,0.7037037,0.46153846,0.8076923,0.46153846,0.7307692,0.115384616,1.0,38.600002,38.300003,37.600002,38.300003,38.600002,38.600002,38.600002,39.9,39.300003,40.300003,36.300003,36.300003,3715814,-611572,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,162,3,21,651,16,60,324,59,105,370,24,34,71,9,21,22,1,1,218,22,71,0,0,2,189734,5307,422926,481058,36227,312138,265964,114920,395243,228762,44826,534084,62232,22226,493873,13080,420,4992,125429,38996,770896,0,0,2437,43.47496573208723,0.9255077881619937
1658442384640,30.385002,0.43961352,0.22222222,0.16666667,0.33333334,0.33333334,0.26923078,0.9285714,0.18518518,1.0,39.600002,39.9,39.300003,40.300003,40.300003,40.300003,39.600002,41.600002,39.9,41.300003,37.9,37.600002,3637765,-1495667,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,748,28,34,783,40,69,192,32,90,247,29,47,155,21,57,47,10,41,161,64,129,0,0,1,601616,44046,60761,580955,54643,151726,173145,53824,417628,264923,69939,212619,123472,46146,447089,54068,29645,359530,146326,145525,674872,0,0,529,200.91294409937888,1.348422360248447
1658442385727,30.426,0.42528737,0.14285715,0.1,0.1904762,0.41666666,0.18181819,1.0,0.2857143,1.0,40.300003,39.600002,39.300003,39.600002,40.300003,40.300003,39.9,41.9,40.600002,42.300003,38.600002,38.300003,3646134,-1365967,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,528,78,116,843,64,119,180,42,69,422,55,47,104,5,28,108,16,68,349,173,125,0,0,0,659736,145347,193694,654606,90537,239487,197092,88518,406367,580692,144643,176163,69621,8333,311850,127428,50470,457128,327304,282466,236359,0,0,0,187.64955,1.35535
1658442386785,30.477001,0.41436464,0.14285715,0.4090909,0.1,0.36363637,0.17391305,0.6666667,0.3043478,1.0,40.9,41.300003,39.9,40.600002,40.9,40.300003,40.600002,42.600002,40.600002,42.600002,38.9,38.9,3650027,-1260987,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,641,56,80,855,52,94,291,32,89,415,54,44,155,28,64,25,6,14,448,171,95,0,0,0,694168,88164,135322,644550,57817,158478,264241,49143,433406,520781,121970,153753,154100,70366,504465,30802,22755,48256,339209,255600,170436,0,0,0,209.01929411764706,1.1801362229102168
1658442387839,30.550001,0.39325842,0.27272728,0.22727273,0.22727273,0.4347826,0.13043478,0.59090906,0.27272728,1.0,40.9,40.9,40.300003,40.9,40.9,41.300003,40.300003,42.9,40.9,42.9,39.9,39.300003,3638933,-1426087,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,614,64,78,782,43,84,115,29,34,517,40,24,158,19,60,180,45,67,247,100,189,1,0,0,719508,116405,106793,633681,52776,135204,106880,57427,201798,586939,82531,67012,130004,21688,561335,164720,102754,381792,235724,193974,454335,25,0,0,236.02687581699348,1.6598692810457516
1658442388876,30.633001,0.42439026,0.53846157,0.24,0.65384614,0.4,0.115384616,0.08,0.30769232,1.0,41.9,41.600002,41.300003,41.600002,40.9,41.300003,40.9,43.300003,41.600002,43.300003,40.300003,39.600002,3630563,-1502686,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,625,55,71,853,41,85,162,36,65,386,46,38,63,15,27,72,10,30,482,146,96,0,0,0,653732,108970,92625,637913,49063,127232,176135,89424,414578,543224,109500,151169,76230,41289,352194,71465,17077,137285,398737,196871,146034,0,0,0,256.70345085803433,1.8307893915756628
1658442389940,30.729002,0.50246304,0.61538464,0.61538464,0.07692308,0.46153846,0.08,1.0,0.16666667,1.0,41.9,41.9,41.9,41.9,42.300003,41.9,41.300003,43.9,41.600002,43.9,40.600002,39.9,3633094,-1365052,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,547,67,79,852,57,103,75,19,22,407,43,36,89,19,74,159,16,60,426,156,118,2,0,0,644058,111292,111203,695524,71352,179837,60552,49929,71858,634630,121800,111881,97401,37027,760674,130719,22731,634310,398298,215716,175938,205,0,0,248.375900621118,1.901863354037267
1658442391011,30.824001,0.3898305,0.0952381,0.13636364,0.3478261,0.33333334,0.09090909,0.95652175,0.0952381,1.0,42.600002,42.300003,41.600002,41.600002,41.9,42.600002,41.600002,44.300003,42.300003,44.300003,40.300003,40.300003,3646134,-1250000,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,514,57,74,671,45,86,146,19,64,393,53,46,105,12,67,48,15,32,467,175,105,0,0,0,643442,101203,104121,576804,76719,150218,180272,35376,318830,539843,140421,168100,106695,21775,665167,46935,37239,452094,407852,261769,151072,0,0,0,224.5078352553542,1.5456474464579901
1658442392049,30.916002,0.3908046,0.10526316,0.13636364,0.3181818,0.27272728,1.0,0.0952381,0.13043478,1.0,42.9,42.300003,41.600002,42.300003,41.9,41.9,41.600002,44.600002,42.300003,44.300003,40.600002,40.600002,3647497,-1346131,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,577,40,62,792,48,77,189,50,71,420,53,36,132,24,70,33,11,19,400,170,107,0,0,0,682250,76323,105111,704351,68379,124831,194485,96019,573027,577416,131524,125570,131427,61461,595125,38489,22088,69693,363124,255093,180416,0,0,0,208.47680996884733,1.3538193146417445
1658442393081,31.008001,0.390625,0.125,0.13043478,0.0,0.375,0.36,1.0,0.04347826,1.0,42.600002,42.600002,41.9,42.300003,42.600002,42.300003,41.9,44.600002,42.300003,44.600002,41.300003,40.600002,3649249,-1198120,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,634,48,48,581,28,47,154,35,100,478,55,40,62,15,25,131,28,61,345,166,109,0,0,0,687263,62036,71617,533562,38614,78802,168962,75166,680211,675448,113501,113243,63119,33890,315295,149298,75272,599465,349124,299141,234381,0,0,0,207.8975796178344,1.4460127388535033
1658442394158,31.11,0.5294118,0.28,0.4,0.84,0.48,0.5769231,0.53846157,0.15384616,1.0,43.300003,42.9,41.9,42.9,42.9,43.300003,42.9,44.600002,43.300003,44.9,41.300003,40.9,3635235,-1372681,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,633,18,45,905,30,54,192,45,96,569,46,23,141,21,48,86,23,32,252,108,141,0,0,1,673400,29278,77422,769260,39079,78855,218248,90423,563225,652364,97517,62357,139544,41537,586809,91529,33090,153822,262140,209920,423784,0,0,413,207.99796411092984,1.3798629690048938
1658442395214,31.206001,0.3401015,0.1923077,0.12,1.0,0.26086956,0.08,0.04,0.08,1.0,43.9,43.9,42.9,43.600002,43.600002,43.300003,42.600002,45.300003,43.600002,45.300003,41.600002,41.300003,3632899,-1434327,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,642,47,60,698,35,52,116,25,46,427,55,28,107,22,48,42,6,15,342,146,122,3,0,1,649927,69662,91564,637883,44856,83665,89743,64709,490019,532728,134965,100933,90583,60138,568426,38277,7759,120882,318428,271557,291260,83,0,14,207.4205602605863,1.3836612377850164
1658442396278,31.311,0.4431818,0.45454547,0.39130434,0.4090909,0.33333334,0.52380955,0.18181819,0.1904762,1.0,43.600002,43.600002,43.300003,43.600002,43.300003,43.600002,42.9,45.600002,43.300003,45.300003,41.9,41.300003,3646524,-1278992,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,586,36,42,539,45,69,172,22,35,394,43,27,63,7,21,101,13,54,307,148,126,0,0,0,579367,48798,50886,441113,71358,126960,164687,37582,73979,496217,100427,74204,64012,16484,455576,125270,29587,474610,291882,257922,297362,0,0,0,206.49326708074534,1.4201242236024845
1658442397294,31.403002,0.35714287,0.13636364,0.13043478,0.0,0.33333334,1.0,0.17391305,0.045454547,1.0,44.9,44.300003,43.600002,43.600002,43.600002,43.600002,43.300003,45.9,43.600002,45.9,42.600002,42.300003,3628617,-1437684,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,446,35,37,614,20,35,346,39,62,511,44,22,114,4,37,187,22,52,536,139,82,0,0,0,391333,66260,57912,497399,27857,71711,326871,73434,188618,594254,99407,74170,139514,4520,353982,180784,46886,428196,391715,200628,180074,0,0,0,206.76961563517915,1.4073745928338761
1658442398295,31.492,0.34391534,0.09090909,0.125,0.0,0.2857143,0.083333336,1.0,0.12,1.0,43.9,43.600002,42.9,43.300003,43.9,43.600002,43.300003,45.9,43.600002,45.9,42.300003,41.600002,3646134,-1306763,1075200,1075200,1075200,1075200,1075200,1075200,652800,1401600,638,62,76,902,51,71,122,21,78,434,57,19,16,0,6,103,15,54,209,95,146,0,0,0,666521,85499,118097,684492,60631,118909,101849,61795,712458,624428,149033,76271,28683,0,35245,125848,23721,654873,213886,208600,507438,0,0,0,206.8411214953271,1.3758504672897196
